🧵 [Task 2] Started: 2024-01-02 to 2024-01-02
🧵 [Task 1] Started: 2024-01-01 to 2024-01-01
🧵 [Task 3] Started: 2024-01-03 to 2024-01-03
🧵 [Task 4] Started: 2024-01-04 to 2024-01-04
   ↳ [Task 2] Page 1 | Got 200 txs | Reached: 2024-01-02 00:23:45
   ↳ [Task 196] Page 28 | Got 200 txs | Reached: 2024-07-14 15:39:09
   ↳ [Task 198] Page 15 | Got 200 txs | Reached: 2024-07-16 07:31:00
   ↳ [Task 197] Page 18 | Got 200 txs | Reached: 2024-07-15 10:59:00
   ↳ [Task 199] Page 9 | Got 200 txs | Reached: 2024-07-17 03:48:42
   ↳ [Task 196] Page 29 | Got 200 txs | Reached: 2024-07-14 16:16:15
   ↳ [Task 197] Page 19 | Got 200 txs | Reached: 2024-07-15 12:06:15
   ↳ [Task 198] Page 16 | Got 200 txs | Reached: 2024-07-16 08:18:09
   ↳ [Task 196] Page 30 | Got 200 txs | Reached: 2024-07-14 16:47:42
   ↳ [Task 199] Page 10 | Got 200 txs | Reached: 2024-07-17 04:12:45
   ↳ [Task 197] Page 20 | Got 200 txs | Reached: 2024-07-15 12:55:18
   ↳ [Task 198] Page 17 | Got 200 txs | Reached: 2024-07-16 08:59:57
   ↳ [Task 196] Page 31 | Got 200 txs | Reached: 2024-07-14 17:16:15
   ↳ [Task 199] Page 11 | Got 200 txs | Reached: 2024-07-17 04:42:36
   ↳ [Task 197] Page 21 | Got 200 txs | Reached: 2024-07-15 13:43:24
   ↳ [Task 198] Page 18 | Got 200 txs | Reached: 2024-07-16 09:39:09
   ↳ [Task 196] Page 32 | Got 200 txs | Reached: 2024-07-14 17:46:15
   ↳ [Task 199] Page 12 | Got 200 txs | Reached: 2024-07-17 05:16:18
   ↳ [Task 197] Page 22 | Got 200 txs | Reached: 2024-07-15 14:19:57
   ↳ [Task 198] Page 19 | Got 200 txs | Reached: 2024-07-16 10:13:09
   ↳ [Task 196] Page 33 | Got 200 txs | Reached: 2024-07-14 18:12:45
   ↳ [Task 198] Page 20 | Got 200 txs | Reached: 2024-07-16 11:00:06
   ↳ [Task 199] Page 13 | Got 200 txs | Reached: 2024-07-17 05:38:09
   ↳ [Task 197] Page 23 | Got 200 txs | Reached: 2024-07-15 14:49:00
   ↳ [Task 196] Page 34 | Got 200 txs | Reached: 2024-07-14 18:41:09
   ↳ [Task 199] Page 14 | Got 200 txs | Reached: 2024-07-17 06:19:09
   ↳ [Task 198] Page 21 | Got 200 txs | Reached: 2024-07-16 11:50:00
   ↳ [Task 197] Page 24 | Got 200 txs | Reached: 2024-07-15 15:13:03
   ↳ [Task 196] Page 35 | Got 200 txs | Reached: 2024-07-14 19:08:03
   ↳ [Task 198] Page 22 | Got 200 txs | Reached: 2024-07-16 12:37:21
   ↳ [Task 199] Page 15 | Got 200 txs | Reached: 2024-07-17 07:12:15
   ↳ [Task 197] Page 25 | Got 200 txs | Reached: 2024-07-15 15:35:51
   ↳ [Task 196] Page 36 | Got 200 txs | Reached: 2024-07-14 19:38:09
   ↳ [Task 198] Page 23 | Got 200 txs | Reached: 2024-07-16 13:25:03
   ↳ [Task 199] Page 16 | Got 200 txs | Reached: 2024-07-17 08:03:45
   ↳ [Task 197] Page 26 | Got 200 txs | Reached: 2024-07-15 16:03:06
   ↳ [Task 196] Page 37 | Got 200 txs | Reached: 2024-07-14 20:09:18
   ↳ [Task 198] Page 24 | Got 200 txs | Reached: 2024-07-16 14:03:12
   ↳ [Task 199] Page 17 | Got 200 txs | Reached: 2024-07-17 08:49:09
   ↳ [Task 198] Page 25 | Got 200 txs | Reached: 2024-07-16 14:34:00
   ↳ [Task 197] Page 27 | Got 200 txs | Reached: 2024-07-15 16:23:03
   ↳ [Task 196] Page 38 | Got 200 txs | Reached: 2024-07-14 20:21:54
   ↳ [Task 198] Page 26 | Got 200 txs | Reached: 2024-07-16 15:04:36
   ↳ [Task 199] Page 18 | Got 200 txs | Reached: 2024-07-17 09:41:06
   ↳ [Task 197] Page 28 | Got 200 txs | Reached: 2024-07-15 16:47:48
   ↳ [Task 196] Page 39 | Got 200 txs | Reached: 2024-07-14 20:46:21
   ↳ [Task 198] Page 27 | Got 200 txs | Reached: 2024-07-16 15:39:18
   ↳ [Task 199] Page 19 | Got 200 txs | Reached: 2024-07-17 10:46:09
   ↳ [Task 197] Page 29 | Got 200 txs | Reached: 2024-07-15 17:10:45
   ↳ [Task 196] Page 40 | Got 200 txs | Reached: 2024-07-14 21:12:12
   ↳ [Task 198] Page 28 | Got 200 txs | Reached: 2024-07-16 16:06:57
   ↳ [Task 199] Page 20 | Got 200 txs | Reached: 2024-07-17 11:45:09
   ↳ [Task 197] Page 30 | Got 200 txs | Reached: 2024-07-15 17:36:33
   ↳ [Task 196] Page 41 | Got 200 txs | Reached: 2024-07-14 21:35:39
   ↳ [Task 198] Page 29 | Got 200 txs | Reached: 2024-07-16 16:33:24
   ↳ [Task 197] Page 31 | Got 200 txs | Reached: 2024-07-15 17:59:00
   ↳ [Task 199] Page 21 | Got 200 txs | Reached: 2024-07-17 12:30:42
   ↳ [Task 196] Page 42 | Got 200 txs | Reached: 2024-07-14 21:58:36
   ↳ [Task 197] Page 32 | Got 200 txs | Reached: 2024-07-15 18:18:24
   ↳ [Task 198] Page 30 | Got 200 txs | Reached: 2024-07-16 17:00:27
   ↳ [Task 199] Page 22 | Got 200 txs | Reached: 2024-07-17 13:05:12
   ↳ [Task 196] Page 43 | Got 200 txs | Reached: 2024-07-14 22:40:18
   ↳ [Task 199] Page 23 | Got 200 txs | Reached: 2024-07-17 13:51:51
   ↳ [Task 197] Page 33 | Got 200 txs | Reached: 2024-07-15 18:40:39
   ↳ [Task 198] Page 31 | Got 200 txs | Reached: 2024-07-16 17:27:15
   ↳ [Task 196] Page 44 | Got 200 txs | Reached: 2024-07-14 23:03:51
   ↳ [Task 197] Page 34 | Got 200 txs | Reached: 2024-07-15 19:03:15
   ↳ [Task 198] Page 32 | Got 200 txs | Reached: 2024-07-16 17:49:33
   ↳ [Task 199] Page 24 | Got 200 txs | Reached: 2024-07-17 14:34:48
   ↳ [Task 196] Page 45 | Got 200 txs | Reached: 2024-07-14 23:25:03
   ↳ [Task 199] Page 25 | Got 200 txs | Reached: 2024-07-17 15:07:48
   ↳ [Task 197] Page 35 | Got 200 txs | Reached: 2024-07-15 19:25:39
   ↳ [Task 198] Page 33 | Got 200 txs | Reached: 2024-07-16 18:10:54
   ↳ [Task 196] Page 46 | Got 200 txs | Reached: 2024-07-14 23:47:12
   ↳ [Task 199] Page 26 | Got 200 txs | Reached: 2024-07-17 15:38:00
   ↳ [Task 197] Page 36 | Got 200 txs | Reached: 2024-07-15 19:49:39
   ↳ [Task 196] Page 47 | Got 50 txs | Reached: 2024-07-14 23:59:57
✅ [Task 196] Finished 2024-07-14! Collected 9250 txs.
🧵 [Task 200] Started: 2024-07-18 to 2024-07-18
   ↳ [Task 198] Page 34 | Got 200 txs | Reached: 2024-07-16 18:34:36
   ↳ [Task 199] Page 27 | Got 200 txs | Reached: 2024-07-17 16:04:06
   ↳ [Task 200] Page 1 | Got 200 txs | Reached: 2024-07-18 00:24:45
   ↳ [Task 197] Page 37 | Got 200 txs | Reached: 2024-07-15 20:15:24
   ↳ [Task 198] Page 35 | Got 200 txs | Reached: 2024-07-16 19:00:09
   ↳ [Task 197] Page 38 | Got 200 txs | Reached: 2024-07-15 20:37:15
   ↳ [Task 199] Page 28 | Got 200 txs | Reached: 2024-07-17 16:34:12
   ↳ [Task 200] Page 2 | Got 200 txs | Reached: 2024-07-18 00:48:45
   ↳ [Task 198] Page 36 | Got 200 txs | Reached: 2024-07-16 19:19:33
   ↳ [Task 197] Page 39 | Got 200 txs | Reached: 2024-07-15 21:00:06
   ↳ [Task 199] Page 29 | Got 200 txs | Reached: 2024-07-17 17:02:06
   ↳ [Task 200] Page 3 | Got 200 txs | Reached: 2024-07-18 01:14:39
   ↳ [Task 198] Page 37 | Got 200 txs | Reached: 2024-07-16 19:39:21
   ↳ [Task 197] Page 40 | Got 200 txs | Reached: 2024-07-15 21:20:15
   ↳ [Task 199] Page 30 | Got 200 txs | Reached: 2024-07-17 17:30:30
   ↳ [Task 200] Page 4 | Got 200 txs | Reached: 2024-07-18 01:40:24
   ↳ [Task 198] Page 38 | Got 200 txs | Reached: 2024-07-16 19:42:18
   ↳ [Task 197] Page 41 | Got 200 txs | Reached: 2024-07-15 21:43:24
   ↳ [Task 199] Page 31 | Got 200 txs | Reached: 2024-07-17 17:59:24
   ↳ [Task 198] Page 39 | Got 200 txs | Reached: 2024-07-16 20:07:00
   ↳ [Task 200] Page 5 | Got 200 txs | Reached: 2024-07-18 02:11:33
   ↳ [Task 197] Page 42 | Got 200 txs | Reached: 2024-07-15 22:05:18
   ↳ [Task 199] Page 32 | Got 200 txs | Reached: 2024-07-17 18:27:33
   ↳ [Task 198] Page 40 | Got 200 txs | Reached: 2024-07-16 20:28:15
   ↳ [Task 200] Page 6 | Got 200 txs | Reached: 2024-07-18 02:41:33
   ↳ [Task 197] Page 43 | Got 200 txs | Reached: 2024-07-15 22:29:24
   ↳ [Task 199] Page 33 | Got 200 txs | Reached: 2024-07-17 18:47:00
   ↳ [Task 197] Page 44 | Got 200 txs | Reached: 2024-07-15 22:32:33
   ↳ [Task 198] Page 41 | Got 200 txs | Reached: 2024-07-16 20:55:12
   ↳ [Task 200] Page 7 | Got 200 txs | Reached: 2024-07-18 03:19:03
   ↳ [Task 197] Page 45 | Got 200 txs | Reached: 2024-07-15 22:52:15
   ↳ [Task 198] Page 42 | Got 200 txs | Reached: 2024-07-16 21:20:54
   ↳ [Task 199] Page 34 | Got 200 txs | Reached: 2024-07-17 19:12:12
   ↳ [Task 200] Page 8 | Got 200 txs | Reached: 2024-07-18 03:53:27
   ↳ [Task 198] Page 43 | Got 200 txs | Reached: 2024-07-16 21:44:30
   ↳ [Task 199] Page 35 | Got 200 txs | Reached: 2024-07-17 19:39:27
   ↳ [Task 197] Page 46 | Got 200 txs | Reached: 2024-07-15 23:15:54
   ↳ [Task 200] Page 9 | Got 200 txs | Reached: 2024-07-18 04:28:15
   ↳ [Task 198] Page 44 | Got 200 txs | Reached: 2024-07-16 22:13:12
   ↳ [Task 199] Page 36 | Got 200 txs | Reached: 2024-07-17 20:05:57
   ↳ [Task 197] Page 47 | Got 200 txs | Reached: 2024-07-15 23:37:24
   ↳ [Task 200] Page 10 | Got 200 txs | Reached: 2024-07-18 05:02:18
   ↳ [Task 198] Page 45 | Got 200 txs | Reached: 2024-07-16 22:37:39
   ↳ [Task 199] Page 37 | Got 200 txs | Reached: 2024-07-17 20:31:12
   ↳ [Task 197] Page 48 | Got 200 txs | Reached: 2024-07-15 23:56:45
   ↳ [Task 200] Page 11 | Got 200 txs | Reached: 2024-07-18 05:40:48
   ↳ [Task 197] Page 49 | Got 24 txs | Reached: 2024-07-15 23:59:42
✅ [Task 197] Finished 2024-07-15! Collected 9624 txs.
🧵 [Task 201] Started: 2024-07-19 to 2024-07-19
   ↳ [Task 199] Page 38 | Got 200 txs | Reached: 2024-07-17 20:58:06
   ↳ [Task 198] Page 46 | Got 200 txs | Reached: 2024-07-16 22:59:21
   ↳ [Task 201] Page 1 | Got 200 txs | Reached: 2024-07-19 00:25:27
   ↳ [Task 200] Page 12 | Got 200 txs | Reached: 2024-07-18 06:31:39
   ↳ [Task 199] Page 39 | Got 200 txs | Reached: 2024-07-17 21:22:51
   ↳ [Task 198] Page 47 | Got 200 txs | Reached: 2024-07-16 23:18:24
   ↳ [Task 201] Page 2 | Got 200 txs | Reached: 2024-07-19 00:53:45
   ↳ [Task 200] Page 13 | Got 200 txs | Reached: 2024-07-18 07:24:09
   ↳ [Task 198] Page 48 | Got 200 txs | Reached: 2024-07-16 23:39:21
   ↳ [Task 201] Page 3 | Got 200 txs | Reached: 2024-07-19 01:23:39
   ↳ [Task 199] Page 40 | Got 200 txs | Reached: 2024-07-17 21:43:00
   ↳ [Task 200] Page 14 | Got 200 txs | Reached: 2024-07-18 08:14:54
   ↳ [Task 199] Page 41 | Got 200 txs | Reached: 2024-07-17 22:06:30
   ↳ [Task 201] Page 4 | Got 200 txs | Reached: 2024-07-19 01:54:06
   ↳ [Task 198] Page 49 | Got 200 txs | Reached: 2024-07-16 23:57:54
   ↳ [Task 198] Page 50 | Got 22 txs | Reached: 2024-07-16 23:59:57
✅ [Task 198] Finished 2024-07-16! Collected 9822 txs.
🧵 [Task 202] Started: 2024-07-20 to 2024-07-20
   ↳ [Task 200] Page 15 | Got 200 txs | Reached: 2024-07-18 09:28:24
   ↳ [Task 199] Page 42 | Got 200 txs | Reached: 2024-07-17 22:52:45
   ↳ [Task 201] Page 5 | Got 200 txs | Reached: 2024-07-19 02:21:21
   ↳ [Task 202] Page 1 | Got 200 txs | Reached: 2024-07-20 00:25:18
   ↳ [Task 200] Page 16 | Got 200 txs | Reached: 2024-07-18 10:14:51
   ↳ [Task 199] Page 43 | Got 200 txs | Reached: 2024-07-17 23:00:36
   ↳ [Task 201] Page 6 | Got 200 txs | Reached: 2024-07-19 02:50:48
   ↳ [Task 202] Page 2 | Got 200 txs | Reached: 2024-07-20 00:50:15
   ↳ [Task 200] Page 17 | Got 200 txs | Reached: 2024-07-18 11:08:12
   ↳ [Task 199] Page 44 | Got 200 txs | Reached: 2024-07-17 23:13:30
   ↳ [Task 201] Page 7 | Got 200 txs | Reached: 2024-07-19 03:20:21
   ↳ [Task 202] Page 3 | Got 200 txs | Reached: 2024-07-20 01:16:30
   ↳ [Task 200] Page 18 | Got 200 txs | Reached: 2024-07-18 12:03:24
   ↳ [Task 199] Page 45 | Got 200 txs | Reached: 2024-07-17 23:33:24
   ↳ [Task 201] Page 8 | Got 200 txs | Reached: 2024-07-19 03:53:18
   ↳ [Task 202] Page 4 | Got 200 txs | Reached: 2024-07-20 01:49:30
   ↳ [Task 200] Page 19 | Got 200 txs | Reached: 2024-07-18 12:54:06
   ↳ [Task 199] Page 46 | Got 200 txs | Reached: 2024-07-17 23:55:03
   ↳ [Task 201] Page 9 | Got 200 txs | Reached: 2024-07-19 04:18:18
   ↳ [Task 202] Page 5 | Got 200 txs | Reached: 2024-07-20 02:21:12
   ↳ [Task 199] Page 47 | Got 41 txs | Reached: 2024-07-17 23:59:57
✅ [Task 199] Finished 2024-07-17! Collected 9241 txs.
🧵 [Task 203] Started: 2024-07-21 to 2024-07-21
   ↳ [Task 201] Page 10 | Got 200 txs | Reached: 2024-07-19 04:59:39
   ↳ [Task 200] Page 20 | Got 200 txs | Reached: 2024-07-18 13:37:27
   ↳ [Task 202] Page 6 | Got 200 txs | Reached: 2024-07-20 02:52:48
   ↳ [Task 201] Page 11 | Got 200 txs | Reached: 2024-07-19 05:47:57
   ↳ [Task 203] Page 1 | Got 200 txs | Reached: 2024-07-21 00:25:18
   ↳ [Task 200] Page 21 | Got 200 txs | Reached: 2024-07-18 14:13:54
   ↳ [Task 202] Page 7 | Got 200 txs | Reached: 2024-07-20 03:27:24
   ↳ [Task 200] Page 22 | Got 200 txs | Reached: 2024-07-18 14:47:30
   ↳ [Task 201] Page 12 | Got 200 txs | Reached: 2024-07-19 06:43:12
   ↳ [Task 203] Page 2 | Got 200 txs | Reached: 2024-07-21 00:49:03
   ↳ [Task 202] Page 8 | Got 200 txs | Reached: 2024-07-20 04:06:30
   ↳ [Task 201] Page 13 | Got 200 txs | Reached: 2024-07-19 07:57:51
   ↳ [Task 200] Page 23 | Got 200 txs | Reached: 2024-07-18 15:21:51
   ↳ [Task 203] Page 3 | Got 200 txs | Reached: 2024-07-21 01:18:09
   ↳ [Task 202] Page 9 | Got 200 txs | Reached: 2024-07-20 04:46:18
   ↳ [Task 201] Page 14 | Got 200 txs | Reached: 2024-07-19 08:54:18
   ↳ [Task 200] Page 24 | Got 200 txs | Reached: 2024-07-18 15:51:18
   ↳ [Task 202] Page 10 | Got 200 txs | Reached: 2024-07-20 05:31:03
   ↳ [Task 203] Page 4 | Got 200 txs | Reached: 2024-07-21 01:47:00
   ↳ [Task 201] Page 15 | Got 200 txs | Reached: 2024-07-19 10:03:12
   ↳ [Task 200] Page 25 | Got 200 txs | Reached: 2024-07-18 16:06:15
   ↳ [Task 202] Page 11 | Got 200 txs | Reached: 2024-07-20 06:19:30
   ↳ [Task 203] Page 5 | Got 200 txs | Reached: 2024-07-21 02:15:21
   ↳ [Task 201] Page 16 | Got 200 txs | Reached: 2024-07-19 11:15:36
   ↳ [Task 200] Page 26 | Got 200 txs | Reached: 2024-07-18 16:18:33
   ↳ [Task 202] Page 12 | Got 200 txs | Reached: 2024-07-20 07:07:09
   ↳ [Task 203] Page 6 | Got 200 txs | Reached: 2024-07-21 02:49:33
   ↳ [Task 201] Page 17 | Got 200 txs | Reached: 2024-07-19 12:20:33
   ↳ [Task 200] Page 27 | Got 200 txs | Reached: 2024-07-18 16:27:33
   ↳ [Task 202] Page 13 | Got 200 txs | Reached: 2024-07-20 08:02:18
   ↳ [Task 203] Page 7 | Got 200 txs | Reached: 2024-07-21 03:21:30
   ↳ [Task 200] Page 28 | Got 200 txs | Reached: 2024-07-18 16:43:54
   ↳ [Task 201] Page 18 | Got 200 txs | Reached: 2024-07-19 13:15:24
   ↳ [Task 202] Page 14 | Got 200 txs | Reached: 2024-07-20 09:23:51
   ↳ [Task 203] Page 8 | Got 200 txs | Reached: 2024-07-21 03:54:30
   ↳ [Task 201] Page 19 | Got 200 txs | Reached: 2024-07-19 14:02:54
   ↳ [Task 200] Page 29 | Got 200 txs | Reached: 2024-07-18 16:56:54
   ↳ [Task 202] Page 15 | Got 200 txs | Reached: 2024-07-20 10:12:15
   ↳ [Task 203] Page 9 | Got 200 txs | Reached: 2024-07-21 04:33:42
   ↳ [Task 201] Page 20 | Got 200 txs | Reached: 2024-07-19 14:45:48
   ↳ [Task 200] Page 30 | Got 200 txs | Reached: 2024-07-18 17:27:36
   ↳ [Task 202] Page 16 | Got 200 txs | Reached: 2024-07-20 11:18:03
   ↳ [Task 203] Page 10 | Got 200 txs | Reached: 2024-07-21 05:15:33
   ↳ [Task 201] Page 21 | Got 200 txs | Reached: 2024-07-19 15:22:36
   ↳ [Task 200] Page 31 | Got 200 txs | Reached: 2024-07-18 17:55:15
   ↳ [Task 202] Page 17 | Got 200 txs | Reached: 2024-07-20 12:29:27
   ↳ [Task 203] Page 11 | Got 200 txs | Reached: 2024-07-21 06:06:27
   ↳ [Task 201] Page 22 | Got 200 txs | Reached: 2024-07-19 15:33:30
   ↳ [Task 200] Page 32 | Got 200 txs | Reached: 2024-07-18 18:21:24
   ↳ [Task 203] Page 12 | Got 200 txs | Reached: 2024-07-21 07:01:18
   ↳ [Task 202] Page 18 | Got 200 txs | Reached: 2024-07-20 13:16:39
   ↳ [Task 201] Page 23 | Got 200 txs | Reached: 2024-07-19 15:55:18
   ↳ [Task 200] Page 33 | Got 200 txs | Reached: 2024-07-18 18:50:00
   ↳ [Task 202] Page 19 | Got 200 txs | Reached: 2024-07-20 14:05:09
   ↳ [Task 203] Page 13 | Got 200 txs | Reached: 2024-07-21 07:40:39
   ↳ [Task 200] Page 34 | Got 200 txs | Reached: 2024-07-18 19:19:54
   ↳ [Task 201] Page 24 | Got 200 txs | Reached: 2024-07-19 16:23:24
   ↳ [Task 202] Page 20 | Got 200 txs | Reached: 2024-07-20 14:45:51
   ↳ [Task 203] Page 14 | Got 200 txs | Reached: 2024-07-21 08:13:03
   ↳ [Task 200] Page 35 | Got 200 txs | Reached: 2024-07-18 19:43:54
   ↳ [Task 201] Page 25 | Got 200 txs | Reached: 2024-07-19 16:54:30
   ↳ [Task 202] Page 21 | Got 200 txs | Reached: 2024-07-20 15:19:36
   ↳ [Task 203] Page 15 | Got 200 txs | Reached: 2024-07-21 09:04:09
   ↳ [Task 200] Page 36 | Got 200 txs | Reached: 2024-07-18 20:06:15
   ↳ [Task 203] Page 16 | Got 200 txs | Reached: 2024-07-21 09:51:09
   ↳ [Task 201] Page 26 | Got 200 txs | Reached: 2024-07-19 17:23:00
   ↳ [Task 202] Page 22 | Got 200 txs | Reached: 2024-07-20 15:52:54
   ↳ [Task 200] Page 37 | Got 200 txs | Reached: 2024-07-18 20:33:54
   ↳ [Task 201] Page 27 | Got 200 txs | Reached: 2024-07-19 17:44:30
   ↳ [Task 203] Page 17 | Got 200 txs | Reached: 2024-07-21 10:33:03
   ↳ [Task 202] Page 23 | Got 200 txs | Reached: 2024-07-20 16:24:39
   ↳ [Task 200] Page 38 | Got 200 txs | Reached: 2024-07-18 20:58:12
   ↳ [Task 201] Page 28 | Got 200 txs | Reached: 2024-07-19 18:10:21
   ↳ [Task 203] Page 18 | Got 200 txs | Reached: 2024-07-21 11:20:24
   ↳ [Task 202] Page 24 | Got 200 txs | Reached: 2024-07-20 16:57:54
   ↳ [Task 200] Page 39 | Got 200 txs | Reached: 2024-07-18 21:22:06
   ↳ [Task 201] Page 29 | Got 200 txs | Reached: 2024-07-19 18:38:54
   ↳ [Task 203] Page 19 | Got 200 txs | Reached: 2024-07-21 12:23:24
   ↳ [Task 202] Page 25 | Got 200 txs | Reached: 2024-07-20 17:27:15
   ↳ [Task 200] Page 40 | Got 200 txs | Reached: 2024-07-18 21:48:57
   ↳ [Task 201] Page 30 | Got 200 txs | Reached: 2024-07-19 19:06:18
   ↳ [Task 203] Page 20 | Got 200 txs | Reached: 2024-07-21 13:09:39
   ↳ [Task 202] Page 26 | Got 200 txs | Reached: 2024-07-20 18:01:09
   ↳ [Task 200] Page 41 | Got 200 txs | Reached: 2024-07-18 22:11:18
   ↳ [Task 201] Page 31 | Got 200 txs | Reached: 2024-07-19 19:33:24
   ↳ [Task 203] Page 21 | Got 200 txs | Reached: 2024-07-21 13:50:18
   ↳ [Task 202] Page 27 | Got 200 txs | Reached: 2024-07-20 18:27:18
   ↳ [Task 200] Page 42 | Got 200 txs | Reached: 2024-07-18 22:37:03
   ↳ [Task 203] Page 22 | Got 200 txs | Reached: 2024-07-21 14:33:48
   ↳ [Task 201] Page 32 | Got 200 txs | Reached: 2024-07-19 19:55:54
   ↳ [Task 202] Page 28 | Got 200 txs | Reached: 2024-07-20 18:28:18
   ↳ [Task 200] Page 43 | Got 200 txs | Reached: 2024-07-18 22:59:30
   ↳ [Task 201] Page 33 | Got 200 txs | Reached: 2024-07-19 20:20:03
   ↳ [Task 203] Page 23 | Got 200 txs | Reached: 2024-07-21 15:05:03
   ↳ [Task 202] Page 29 | Got 200 txs | Reached: 2024-07-20 18:46:42
   ↳ [Task 200] Page 44 | Got 200 txs | Reached: 2024-07-18 23:26:03
   ↳ [Task 203] Page 24 | Got 200 txs | Reached: 2024-07-21 15:32:36
   ↳ [Task 201] Page 34 | Got 200 txs | Reached: 2024-07-19 20:48:15
   ↳ [Task 202] Page 30 | Got 200 txs | Reached: 2024-07-20 19:14:06
   ↳ [Task 200] Page 45 | Got 200 txs | Reached: 2024-07-18 23:54:36
   ↳ [Task 203] Page 25 | Got 200 txs | Reached: 2024-07-21 15:58:21
   ↳ [Task 201] Page 35 | Got 200 txs | Reached: 2024-07-19 21:10:30
   ↳ [Task 200] Page 46 | Got 54 txs | Reached: 2024-07-18 23:59:48
✅ [Task 200] Finished 2024-07-18! Collected 9054 txs.
🧵 [Task 204] Started: 2024-07-22 to 2024-07-22
   ↳ [Task 202] Page 31 | Got 200 txs | Reached: 2024-07-20 19:43:09
   ↳ [Task 203] Page 26 | Got 200 txs | Reached: 2024-07-21 16:22:09
   ↳ [Task 204] Page 1 | Got 200 txs | Reached: 2024-07-22 00:21:12
   ↳ [Task 201] Page 36 | Got 200 txs | Reached: 2024-07-19 21:31:12
   ↳ [Task 202] Page 32 | Got 200 txs | Reached: 2024-07-20 20:16:24
   ↳ [Task 204] Page 2 | Got 200 txs | Reached: 2024-07-22 00:44:12
   ↳ [Task 203] Page 27 | Got 200 txs | Reached: 2024-07-21 16:47:51
   ↳ [Task 201] Page 37 | Got 200 txs | Reached: 2024-07-19 21:56:39
   ↳ [Task 202] Page 33 | Got 200 txs | Reached: 2024-07-20 20:38:24
   ↳ [Task 204] Page 3 | Got 200 txs | Reached: 2024-07-22 01:08:15
   ↳ [Task 203] Page 28 | Got 200 txs | Reached: 2024-07-21 17:16:21
   ↳ [Task 201] Page 38 | Got 200 txs | Reached: 2024-07-19 22:19:09
   ↳ [Task 203] Page 29 | Got 200 txs | Reached: 2024-07-21 17:34:15
   ↳ [Task 204] Page 4 | Got 200 txs | Reached: 2024-07-22 01:33:09
   ↳ [Task 202] Page 34 | Got 200 txs | Reached: 2024-07-20 21:06:15
   ↳ [Task 201] Page 39 | Got 200 txs | Reached: 2024-07-19 22:44:18
   ↳ [Task 203] Page 30 | Got 200 txs | Reached: 2024-07-21 17:35:15
   ↳ [Task 202] Page 35 | Got 200 txs | Reached: 2024-07-20 21:35:30
   ↳ [Task 204] Page 5 | Got 200 txs | Reached: 2024-07-22 02:01:54
   ↳ [Task 201] Page 40 | Got 200 txs | Reached: 2024-07-19 23:09:09
   ↳ [Task 203] Page 31 | Got 200 txs | Reached: 2024-07-21 17:57:18
   ↳ [Task 202] Page 36 | Got 200 txs | Reached: 2024-07-20 22:00:54
   ↳ [Task 204] Page 6 | Got 200 txs | Reached: 2024-07-22 02:31:54
   ↳ [Task 201] Page 41 | Got 200 txs | Reached: 2024-07-19 23:33:27
   ↳ [Task 203] Page 32 | Got 200 txs | Reached: 2024-07-21 18:21:51
   ↳ [Task 204] Page 7 | Got 200 txs | Reached: 2024-07-22 03:08:21
   ↳ [Task 202] Page 37 | Got 200 txs | Reached: 2024-07-20 22:29:27
   ↳ [Task 201] Page 42 | Got 200 txs | Reached: 2024-07-19 23:55:30
   ↳ [Task 204] Page 8 | Got 200 txs | Reached: 2024-07-22 03:40:42
   ↳ [Task 202] Page 38 | Got 200 txs | Reached: 2024-07-20 22:55:39
   ↳ [Task 203] Page 33 | Got 200 txs | Reached: 2024-07-21 18:48:00
   ↳ [Task 201] Page 43 | Got 34 txs | Reached: 2024-07-19 23:59:54
✅ [Task 201] Finished 2024-07-19! Collected 8434 txs.
🧵 [Task 205] Started: 2024-07-23 to 2024-07-23
   ↳ [Task 204] Page 9 | Got 200 txs | Reached: 2024-07-22 04:13:30
   ↳ [Task 202] Page 39 | Got 200 txs | Reached: 2024-07-20 23:22:51
   ↳ [Task 203] Page 34 | Got 200 txs | Reached: 2024-07-21 19:14:21
   ↳ [Task 205] Page 1 | Got 200 txs | Reached: 2024-07-23 00:19:15
   ↳ [Task 202] Page 40 | Got 200 txs | Reached: 2024-07-20 23:47:45
   ↳ [Task 204] Page 10 | Got 200 txs | Reached: 2024-07-22 04:49:15
   ↳ [Task 203] Page 35 | Got 200 txs | Reached: 2024-07-21 19:39:24
   ↳ [Task 205] Page 2 | Got 200 txs | Reached: 2024-07-23 00:39:36
   ↳ [Task 202] Page 41 | Got 110 txs | Reached: 2024-07-20 23:59:57
✅ [Task 202] Finished 2024-07-20! Collected 8110 txs.
🧵 [Task 206] Started: 2024-07-24 to 2024-07-24
   ↳ [Task 204] Page 11 | Got 200 txs | Reached: 2024-07-22 05:34:42
   ↳ [Task 206] Page 1 | Got 200 txs | Reached: 2024-07-24 00:24:09
   ↳ [Task 203] Page 36 | Got 200 txs | Reached: 2024-07-21 20:04:57
   ↳ [Task 205] Page 3 | Got 200 txs | Reached: 2024-07-23 00:57:18
   ↳ [Task 206] Page 2 | Got 200 txs | Reached: 2024-07-24 00:47:06
   ↳ [Task 204] Page 12 | Got 200 txs | Reached: 2024-07-22 06:24:15
   ↳ [Task 205] Page 4 | Got 200 txs | Reached: 2024-07-23 01:23:24
